213;83
346;83
470;83
583;83
655;83
741;83
807;83
877;83
953;83
1046;83
1141;83
1204;83
1268;83
1333;83
1399;83
1485;83
1552;83
1624;83
1687;83
1753;83
1816;83
1891;83
1993;83
2103;83
2189;83
2275;83
2337;83
2404;83
2477;83
2542;83
2613;83
2684;83
2752;83
2814;83
2881;83
2946;83
3000;83
3056;83
3120;83
3180;83
3240;83
3298;83
3355;83
3409;83
3471;83
3533;83
3602;83
3673;83
3747;83
3818;83
3920;83
3974;83
4032;83
4088;83
4147;83
4205;83
4267;83
4322;83
4378;83
4435;83
4490;83
4547;83
4603;83
4667;83
4722;83
4778;83
4843;83
4896;83
4951;83
5008;83
5064;83
5119;83
5174;83
5233;83
5292;83
5349;83
5408;83
5468;83
5525;83
5580;83
5636;83
5697;83
5764;83
5838;83
5916;83
5988;83
6061;83
6132;83
6202;83
6277;83
6349;83
6432;83
6486;83
6540;83
6596;83
6652;83
6710;83
6765;83
6820;83
6884;83
6939;83
6998;83
7062;83
7117;83
7172;83
7228;83
7285;83
7341;83
7397;83
7454;83
7510;83
7566;83
7623;83
7684;83
7738;83
7795;83
7858;83
7915;83
7970;83
8026;83
8080;83
8137;83
8196;83
8261;83
8320;83
8376;83
8430;83
8487;83
8546;83
8602;83
8658;83
8713;83
8768;83
8829;83
8885;83
8940;83
8996;83
9052;83
9108;83
9168;78
9222;78
9278;78
9335;78
9391;78
9452;78
9507;78
9565;78
9620;78
9676;78
9733;78
9789;78
9846;78
9902;78
9960;78
10018;78
10084;78
10140;78
10197;78
10252;78
10307;78
10365;78
10421;78
10475;78
10529;78
10584;78
10645;78
10701;78
10756;78
10810;78
10867;78
10926;78
10982;78
11041;78
11097;78
11154;78
11209;78
11271;78
11326;78
11383;78
11441;78
11501;78
11564;78
11623;78
11685;78
11744;78
11798;78
11862;78
11922;78
11980;78
12041;78
12096;78
12151;78
12210;78
12262;78
12318;78
12373;78
12433;78
12489;78
12545;78
12602;78
12658;78
12714;78
12772;78
12828;78
12892;78
12956;78
13015;78
13077;78
13136;78
13195;80
13250;80
13305;80
13360;80
13416;80
13474;80
13536;80
13598;80
13657;80
13711;80
13766;80
13821;80
13876;78
13934;78
13991;78
14046;78
14101;78
14158;78
14215;78
14280;78
14335;78
14390;78
14445;78
14502;78
14557;78
14612;78
14671;78
